coût total employeur,salaire brut,rémunération avant impôt,rémunération après impôt,cout marginal employeur,net apres impots marginal,tx prelevement marginal,tx prelevement total,revenu net imposable
5678.7522885402395,4180.545468922972,3285.2834692594433,2920.0,23.38976357453248,10.0,0.57,0.4858025143552668,35481.061468001986
5702.282809819002,4197.939922690649,3299.235517140363,2930.0,23.530521278762535,10.0,0.58,0.48617071443139537,35631.74358511592
5725.62134050621,4215.192451363294,3313.0737272573697,2940.0,23.33853068720782,10.0,0.57,0.486518580255312,35781.196254379596
5749.009347088469,4232.481554073501,3326.94127331847,2950.0,23.38800658225955,10.0,0.57,0.4868680845690101,35930.96575183948
5772.537968467577,4249.874603379444,3340.8921946841438,2960.0,23.52862137910779,10.0,0.57,0.48722728200316734,36081.635702588756
5795.924725907193,4267.16278268665,3354.759000086005,2970.0,23.386757439615394,10.0,0.57,0.4875710089416271,36231.397200928855
5819.310875235978,4284.450512460435,3368.6254449182334,2980.0,23.386149328784995,10.0,0.57,0.48791188510117434,36381.154805116916
5842.641824034652,4301.697436377962,3382.459159475172,2990.0,23.3309487986744,10.0,0.57,0.4882452150927611,36530.55892233185
5865.9771287542335,4318.947580320407,3396.2954568060477,3000.0,23.335304719581472,10.0,0.57,0.4885762422866643,36679.990933505316
5889.3615394847075,4336.234024871158,3410.1608707640935,3010.0,23.384410730473974,10.0,0.57,0.48890898538755134,36829.73740425221
5912.886272330035,4353.624199658502,3424.1094864855854,3020.0,23.52473284532789,10.0,0.57,0.48925110343747535,36980.382454044324
6198.523995601282,4370.909705541834,3437.9741475408414,3030.0,285.6377232712466,10.0,0.96,0.5111739504436863,37130.12079344109
6222.886499987919,4388.154322027746,3451.8060113126503,3040.0,24.36250438663683,10.0,0.59,0.5114806859711074,37279.504922176624
6247.305500512926,4405.438928418787,3465.669950887388,3050.0,24.419000525007505,10.0,0.59,0.5117895617727064,37429.23546958379
6271.87083794612,4422.8271170942835,3479.6169735535323,3060.0,24.565337433194145,10.0,0.59,0.5121073121561333,37579.86331437815
6296.237129784706,4440.074414468632,3493.4509876592538,3070.0,24.366291838585312,10.0,0.59,0.5124071727287267,37729.270666719945
6320.654237436753,4457.357681019248,3507.3138525513364,3080.0,24.41710765204698,10.0,0.59,0.5127086532501226,37878.98960755443
6345.217530348528,4474.744422512336,3521.259714436089,3090.0,24.563292911775534,10.0,0.59,0.5130190956402128,38029.60491590977
6369.633303792335,4492.026744664582,3535.1218218285994,3100.0,24.415773443806756,10.0,0.59,0.5133157593223974,38179.315675748876
6393.991203540382,4509.268101829314,3548.9510713070385,3110.0,24.357899748047203,10.0,0.59,0.5136058214658106,38328.67157011602
6418.609604608813,4526.693850766453,3562.9282209651446,3120.0,24.618401068431012,10.0,0.59,0.5139134485503871,38479.62478642356
6442.966178573119,4543.934269495964,3576.7567177270394,3130.0,24.356573964305426,10.0,0.59,0.5141988953534754,38628.972551452025
6467.328450973047,4561.178721773725,3590.5884497879,3140.0,24.36227239992877,10.0,0.59,0.5144826425998497,38778.35525770932
6491.94484970619,4578.603053389245,3604.56446261588,3150.0,24.616398733142887,10.0,0.59,0.5147833199449472,38929.29619625151
6516.455720117499,4595.95268843788,3618.4805615143023,3160.0,24.510870411309043,10.0,0.59,0.5150738376810954,39079.59006435447
6540.710642940236,4613.121155001724,3632.2513456239953,3170.0,24.254922822736262,10.0,0.59,0.5153432096296564,39228.31453273915
6565.267066600673,4630.50303420303,3646.193307476665,3180.0,24.55642366043776,10.0,0.59,0.5156327990925578,39378.88772074798
6589.6759929466025,4647.780509744473,3660.0515274147674,3190.0,24.408926345929103,10.0,0.59,0.5159094316624975,39528.55649607949
6614.033852035354,4665.021838129162,3673.880753808805,3200.0,24.357859088751866,10.0,0.59,0.5161802917856182,39677.9121411351
6638.587064903276,4682.401444621362,3687.820892727183,3210.0,24.553212867921502,10.0,0.59,0.516463367882352,39828.46564145358
6662.992968335379,4699.676780440683,3701.67739639952,3220.0,24.405903432103514,10.0,0.59,0.5167336961032377,39978.11588111482
6687.543957009832,4717.0548125724345,3715.616272527318,3230.0,24.550988674453038,10.0,0.59,0.5170125235811532,40128.655743295036
6711.947756405725,4734.328659082736,3729.4715816286143,3240.0,24.403799395892747,10.0,0.59,0.5172787393466101,40278.293081589036
6736.2942933162085,4751.561973241179,3743.294379831816,3250.0,24.346536910483337,10.0,0.59,0.5175388722641856,40427.579302183614
6760.842742788655,4768.93820803863,3757.231814322265,3260.0,24.54844947244692,10.0,0.59,0.5178116101793815,40578.10359468046
6785.350069201841,4786.285334523798,3771.1459011082025,3270.0,24.507326413185183,10.0,0.59,0.5180793916304981,40728.37573196859
6809.7049128648,4803.52452848665,3784.9734154878206,3280.0,24.354843662958956,10.0,0.59,0.5183344946660685,40877.71288726846
6834.213822009477,4820.872775283471,3798.8884008729337,3290.0,24.50890914467709,10.0,0.59,0.51859862743543,41027.994729427686
6858.513815980216,4838.073144752269,3812.6847742229334,3300.0,24.299993970739706,10.0,0.59,0.5188462107097835,41176.995561607684
6883.024299139119,4855.422505690364,3826.600653257977,3310.0,24.51048315890239,10.0,0.59,0.5191067182099032,41327.28705518615
6907.5844510406005,4872.807023868598,3840.544731827443,3320.0,24.56015190148173,10.0,0.59,0.5193688560283884,41477.883103736385
6932.040121002332,4890.1175861450865,3854.4294905530087,3330.0,24.455669961731473,10.0,0.59,0.5196219294753059,41627.8384979725
6956.350483149045,4907.325294564573,3868.2317504570074,3340.0,24.310362146713487,10.0,0.59,0.5198631466214323,41776.90290493568
6980.912907582533,4924.711421318931,3882.177119261361,3350.0,24.56242443348765,10.0,0.59,0.5201200759843304,41927.5128880227
