,coût total employeur,salaire brut,rémunération avant impôt,rémunération après impôt,cout marginal employeur,net apres impots marginal,tx prelevement marginal,revenu net imposable,tx prelevement total
35,531.0485952772716,495.12536358439735,370,370,13.038949718764911,10.0,0.2330670632460089,3996.0,0.30326526933601017
36,544.0875449960365,507.7580462293021,380,380,13.038949718764911,10.0,0.2330670632460089,4104.0,0.3015829832995568
37,557.1264947148015,520.390728874207,390.00000000000006,390,13.038949718765025,10.0,0.23306706324601556,4212.000000000001,0.29997944147379885
38,570.1654444335662,533.0234115191116,400,400,13.038949718764684,10.0,0.23306706324599546,4320.0,0.29844924152255137
39,583.2043941523312,545.6560941640165,410.00000000000006,410,13.038949718765025,10.0,0.23306706324601556,4428.000000000001,0.2969874642389796
40,596.243343871096,558.2887768089212,420,420,13.038949718764798,10.0,0.23306706324600224,4536.0,0.2955896207190175
41,609.282293589861,570.921459453826,430,430,13.038949718764911,10.0,0.2330670632460089,4644.0,0.2942516063178836
42,622.321243308626,583.5541420987308,440.0000000000001,440,13.038949718765025,10.0,0.23306706324601556,4752.000000000002,0.2929696603948452
43,635.3601930273908,596.1868247436355,450,450,13.038949718764798,10.0,0.23306706324600224,4860.0,0.2917403310147253
44,648.3991427461557,608.8195073885403,460,460,13.038949718764911,10.0,0.2330670632460089,4968.0,0.2905604439084103
45,661.4380924649207,621.452190033445,470,470,13.038949718765025,10.0,0.23306706324601556,5076.0,0.2894270751046495
46,674.4770421836855,634.0848726783498,480,480,13.038949718764798,10.0,0.23306706324600224,5184.0,0.2883375267363394
47,687.5159919024504,646.7175553232545,489.99999999999994,490,13.038949718764911,10.0,0.2330670632460089,5291.999999999999,0.2872893055998549
48,700.5549416212154,659.3502379681594,500.00000000000006,500,13.038949718765025,10.0,0.23306706324601556,5400.000000000001,0.2862801041087423
49,713.5938913399802,671.982920613064,509.99999999999994,510,13.038949718764798,10.0,0.23306706324600224,5507.999999999999,0.28530778333552353
50,726.632841058745,684.6156032579688,520,520,13.038949718764798,10.0,0.23306706324600224,5616.0,0.28437035787932363
51,739.67179077751,697.2482859028736,530,530,13.038949718764911,10.0,0.2330670632460089,5724.0,0.2834659823340192
52,752.7107404962749,709.8809685477784,540,540,13.038949718764911,10.0,0.2330670632460089,5832.0,0.2825929391628331
53,765.7496902150399,722.5136511926831,550,550,13.038949718765025,10.0,0.23306706324601556,5940.0,0.2817496278117363
54,778.7886399338047,735.1463338375879,560,560,13.038949718764798,10.0,0.23306706324600224,6048.0,0.2809345549164678
55,791.8275896525697,747.7790164824928,570.0000000000001,570,13.038949718765025,10.0,0.23306706324601556,6156.000000000002,0.2801463254771168
56,804.8665393713346,760.4116991273975,580,580,13.038949718764911,10.0,0.2330670632460089,6264.0,0.2793836348905415
57,817.9054890900993,773.0443817723021,590,590,13.038949718764684,10.0,0.23306706324599546,6372.0,0.2786452617448977
58,830.9444388088643,785.6770644172069,600,600,13.038949718765025,10.0,0.23306706324601556,6480.0,0.2779300612925658
59,843.9833885276291,798.3097470621117,610,610,13.038949718764798,10.0,0.23306706324600224,6588.0,0.27723695952810723
60,857.0223382463942,810.9424297070165,620,620,13.038949718765025,10.0,0.23306706324601556,6696.0,0.2765649478068215
61,870.061287965159,823.5751123519212,630,630,13.038949718764798,10.0,0.23306706324600224,6804.0,0.2759130779471849
62,883.100237683924,836.207794996826,640,640,13.038949718765025,10.0,0.23306706324601556,6912.0,0.27528045776716636
63,896.1391874026889,848.8404776417308,650,650,13.038949718764911,10.0,0.2330670632460089,7020.0,0.2746662470102246
64,909.1781371214538,861.4731602866357,660.0000000000001,660,13.038949718764911,10.0,0.2330670632460089,7128.000000000002,0.27406965362186997
65,922.2170868402186,874.1058429315403,670,670,13.038949718764798,10.0,0.23306706324600224,7236.0,0.27348993034209224
66,935.2560365589836,886.7385255764452,680.0000000000001,680,13.038949718765025,10.0,0.23306706324601556,7344.000000000002,0.27292637158283173
67,948.2949862777485,899.3712082213499,690,690,13.038949718764911,10.0,0.2330670632460089,7452.0,0.27237831056305495
68,961.3339359965133,912.0038908662547,700,700,13.038949718764798,10.0,0.23306706324600224,7560.0,0.27184511667698075
69,974.3728857152782,924.6365735111593,710,710,13.038949718764911,10.0,0.2330670632460089,7668.0,0.2713261930736143
70,987.4118354340433,937.2692561560642,720,720,13.038949718765025,10.0,0.23306706324601556,7776.0,0.2708209744280564
71,1000.4507851528082,949.901938800969,730,730,13.038949718764911,10.0,0.2330670632460089,7884.0,0.2703289248870945
72,1013.4897348715731,962.5346214458738,740,740,13.038949718764911,10.0,0.2330670632460089,7992.0,0.26984953617337726
73,1026.528684590338,975.1673040907785,750,750,13.038949718764798,10.0,0.23306706324600224,8100.0,0.26938232583407407
74,1039.5676343091027,987.7999867356832,760,760,13.038949718764798,10.0,0.23306706324600224,8208.0,0.26892683562133357
75,1052.6065840278677,1000.432669380588,770,770,13.038949718765025,10.0,0.23306706324601556,8316.0,0.2684826299931121
76,1065.6455337466327,1013.0653520254928,780,780,13.038949718765025,10.0,0.23306706324601556,8424.0,0.26804929472406314
77,1078.6844834653975,1025.6980346703974,789.9999999999999,790,13.038949718764798,10.0,0.23306706324600224,8531.999999999998,0.2676264356171747
78,1091.7234331841623,1038.3307173153023,800,800,13.038949718764798,10.0,0.23306706324600224,8640.0,0.26721367730773227
79,1104.7623829029271,1050.963399960207,810,810,13.038949718764798,10.0,0.23306706324600224,8748.0,0.26681066215197813
80,1117.8013326216922,1063.5960826051119,820,820,13.038949718765025,10.0,0.23306706324601556,8856.0,0.2664170491935527
81,1130.840282340457,1076.2287652500165,830,830,13.038949718764798,10.0,0.23306706324600224,8964.0,0.2660325132014393
82,1143.879232059222,1088.8614478949212,839.9999999999999,840,13.038949718765025,10.0,0.23306706324601556,9071.999999999998,0.2656567437737074
83,1156.9181817779868,1101.494130539826,850,850,13.038949718764798,10.0,0.23306706324600224,9180.0,0.2652894445018624
84,1169.9571314967516,1114.1268131847307,859.9999999999999,860,13.038949718764798,10.0,0.23306706324600224,9287.999999999998,0.264930332191075
85,1182.9960812155168,1126.7594958296356,870,870,13.038949718765252,10.0,0.233067063246029,9396.0,0.26457913613197803
86,1196.0350309342816,1139.3921784745405,880,880,13.038949718764798,10.0,0.23306706324600224,9504.0,0.26423559742009495
87,1209.0739806530464,1152.0248611194452,890,890,13.038949718764798,10.0,0.23306706324600224,9612.0,0.26389946831930655
88,1222.1129303718112,1164.6575437643498,900,900,13.038949718764798,10.0,0.23306706324600224,9720.0,0.26357051166606404
89,1235.1518800905765,1177.2902264092547,910,910,13.038949718765252,10.0,0.233067063246029,9828.0,0.2632485003113402
90,1248.190829809341,1189.9229090541594,919.9999999999999,920,13.03894971876457,10.0,0.2330670632459888,9935.999999999998,0.26293321659755475
91,1261.229779528106,1202.5555916990643,930,930,13.038949718765025,10.0,0.23306706324601556,10044.0,0.26262445186795136
92,1274.2687292468709,1215.188274343969,940,940,13.038949718764798,10.0,0.23306706324600224,10152.0,0.26232200600609046
93,1287.3076789656361,1227.8209569888738,950,950,13.038949718765252,10.0,0.233067063246029,10260.0,0.2620256870033324
94,1300.346628684401,1240.4536396337785,960,960,13.038949718764798,10.0,0.23306706324600224,10368.0,0.26173531055234067
95,1313.3855784031657,1253.0863222786834,970.0000000000001,970,13.038949718764798,10.0,0.23306706324600224,10476.000000000002,0.26145069966479995
96,1326.4245281219305,1265.719004923588,980,980,13.038949718764798,10.0,0.23306706324600224,10584.0,0.2611716843116805
97,1339.4634778406958,1278.351687568493,990.0000000000001,990,13.038949718765252,10.0,0.233067063246029,10692.000000000002,0.2608981010845134
98,1352.5024275594606,1290.9843702133976,1000,1000,13.038949718764798,10.0,0.23306706324600224,10800.0,0.26062979287625965
99,1365.5413772782256,1303.6170528583025,1010.0000000000001,1010,13.038949718765025,10.0,0.23306706324601556,10908.000000000002,0.26036660858046257
100,1378.5803269969902,1316.2497355032071,1020,1020,13.03894971876457,10.0,0.2330670632459888,11016.0,0.2601084028074724
101,1391.619276715755,1328.8824181481118,1030,1030,13.038949718764798,10.0,0.23306706324600224,11124.0,0.2598550356166254
102,1404.6582264345202,1341.5151007930167,1040,1040,13.038949718765252,10.0,0.233067063246029,11232.0,0.25960637226333805
103,1417.697176153285,1354.1477834379216,1050,1050,13.038949718764798,10.0,0.23306706324600224,11340.0,0.25936228296015784
104,1430.7361258720498,1366.7804660828263,1060,1060,13.038949718764798,10.0,0.23306706324600224,11448.0,0.2591226426508815
105,1443.7750755908146,1379.413148727731,1070,1070,13.038949718764798,10.0,0.23306706324600224,11556.0,0.2588873307969112
106,1456.8140253095798,1392.0458313726358,1080,1080,13.038949718765252,10.0,0.233067063246029,11664.0,0.2586562311750843
107,1469.8529750283446,1404.6785140175405,1090,1090,13.038949718764798,10.0,0.23306706324600224,11772.0,0.2584292316862641
108,1482.8919247471094,1417.3111966624451,1100,1100,13.038949718764798,10.0,0.23306706324600224,11880.0,0.25820622417402894
109,1495.9308744658745,1429.94387930735,1110,1110,13.038949718765025,10.0,0.23306706324601556,11988.0,0.2579871042528432
110,1508.9698241846395,1442.576561952255,1120,1120,13.038949718765025,10.0,0.23306706324601556,12096.0,0.2577717711451363
